Uuid,Void/Retire,Name,Concept Drug,,Strength,odoo_price,odoo_category,odoo_type,odoo_id,_version:1
ddd8e77c-cc05-44b0-8e1e-eeb29c261c62,,COMBIFRINIL Comprimé à 250 mg,PYRANTEL,,,600,bahmni_product.categ_saleable_drugs,Stockable Product,6779af1d-4c39-4198-8201-dd11d80919bd,
364c6be4-d62a-4300-ad15-4ef93473c216,,COMBIFRINIL Suspension buvable à 50 mg/ ml,PYRANTEL,,,760,bahmni_product.categ_saleable_drugs,Stockable Product,7d2ac75f-a706-42bf-bd00-2903e065ba29,
1df7fa81-4ec5-47d8-9f29-4ba734baad9b,,COMET Comprimé à 850 mg,METFORMINE,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,a5fc4977-e918-4667-bc08-fe079ad6d99c,
19c4c832-ef21-47a8-8a7a-0810f9ba6ff7,,CO-PALUK Comprimé à 200/ 50 mg,AMODIAQUINE/ARTESUNATE,,,1550,bahmni_product.categ_saleable_drugs,Stockable Product,94d0baa6-b0c2-41ab-8c79-20b30efd10a6,
b84e0381-cfd1-4991-8da8-9d387f852753,,CO-PARAMOL Comprimé à 400/ 20 mg,PARACETAMOL/CODEINE,,,550,bahmni_product.categ_saleable_drugs,Stockable Product,84f5c6eb-0e78-4d4d-ad5f-befef1b22fa9,
19761eef-3cda-4562-a4e9-f15830c0c56e,,CORDARONE Comprimé à 200 mg,AMIODARONE,,,2700,bahmni_product.categ_saleable_drugs,Stockable Product,6463a482-0809-45e1-a046-fcf8511bd6e7,
67998766-3308-454e-94b6-624658d90cc4,,CORTANCYL Comprimé sécable à 20 mg,PREDNISOLONE,,,1400,bahmni_product.categ_saleable_drugs,Stockable Product,d7910d16-f3d0-477e-9171-1abb8789cac5,
dfbedc1e-1c3b-4a68-a125-2de7246e791e,,CORTANCYL Comprimé sécable à 5 mg,PREDNISOLONE,,,800,bahmni_product.categ_saleable_drugs,Stockable Product,b022825d-a29a-40d2-9377-fdbe940f6d47,
adea9b5c-c728-408a-8d61-693ebb82e7e5,,CORTIS Suspension pour inhalation  à 250  ug,BECLOMETASONE,,,4000,bahmni_product.categ_saleable_drugs,Stockable Product,659f94fd-ce9b-4e4f-83f6-b088cc1afafa,
accc09ce-8569-4f75-af77-8577ac5e653c,,CORVASAL Comprimé à 4 mg,MOLSIDOMINE,,,1950,bahmni_product.categ_saleable_drugs,Stockable Product,e06fd04f-f742-4478-99fc-be62d68e885b,
e8e98843-fda2-4b1b-9a8c-457eb0c8d067,,CORVASAL Comprimé à 2 mg,MOLSIDOMINE,,,3500,bahmni_product.categ_saleable_drugs,Stockable Product,fe590bf7-23d6-441d-aaa2-57703ecfce77,
0434a81a-e1f3-4b59-92ad-62a0ecfc765b,,COSOPT Collyre à 20/ 5 mg/ ml,DORSALAMIDE/TIMOLOL,,,7700,bahmni_product.categ_saleable_drugs,Stockable Product,f8265030-db49-4ab0-a96c-bc008d67b6bf,
7596e267-333c-48f1-bb74-b7b8c83df7df,,COTIPRED Comprimé effervescent à 20 mg,PREDNISOLNE,,,2600,bahmni_product.categ_saleable_drugs,Stockable Product,b29fca96-4a65-4494-926e-53e73dc1cac8,
1503b047-4d2c-4de9-84df-e38e59302bfe,,COTREX Suspension buvable à  200/ 40 mg,SULFAMETHOXAZOLE + TRIMETHOPRIM,,,400,bahmni_product.categ_saleable_drugs,Stockable Product,92de08f0-36f2-434c-95e9-e14eca269d58,
e4b8d31d-6413-409c-bbd3-307a653e9a84,,COTRI Comprimé à 800/ 160 mg,SULFAMETHOXAZOLE + TRIMETHOPRIM,,,400,bahmni_product.categ_saleable_drugs,Stockable Product,6554bd58-bff0-4f3c-8a57-301c083c8b15,
e8dbf8cc-cd2d-46ed-aa03-89e6b342a4ef,,COTRIMAX Comprimé à 400/ 80 mg,CO-TRIMOXAZOLE,,,200,bahmni_product.categ_saleable_drugs,Stockable Product,b1c443eb-0e3a-487a-bc21-9c8f1254eb37,
61ad982d-b92d-43ba-b919-ceca82dc89b6,,COTRIMAX Comprimé à 800/ 160 mg,CO-TRIMOXAZOLE,,,300,bahmni_product.categ_saleable_drugs,Stockable Product,1b29375f-c07a-479a-9f31-3269660e9a3a,
a268e178-1cc0-4cda-9a8e-ae622b319ee0,,COTRIMOXAZOLE FORT Comprimé à 800/ 160 mg,COTRIMOXAZOLE,,,400,bahmni_product.categ_saleable_drugs,Stockable Product,e3c52b5b-4088-4a76-af90-974d2eb68fef,
d327b92e-82a0-42f4-886d-8476c217aa73,,COTRIMOXAZOLE Comprimé à 400/ 80 mg,COTRIMOXAZOLE,,,200,bahmni_product.categ_saleable_drugs,Stockable Product,7d78af08-8007-4882-bd28-5f8de3443a2c,
9290d093-1be5-4e1a-ae67-a9e9ba516b99,,COVATINE Comprimé à 50 mg,V B1,,,1400,bahmni_product.categ_saleable_drugs,Stockable Product,a8d80acf-ac9e-458d-aa74-8ae2a1de65fa,
d532aecd-db0e-4702-8232-7094d0a5d7fb,,COVERSYL Comprimé à  4 mg,PERINDOPRIL,,,5700,bahmni_product.categ_saleable_drugs,Stockable Product,f04b58ab-d8f3-4c6c-a695-0d33cd193f19,
90bd7195-baf2-4b4b-a2e6-12eb940867f8,,COVERSYL Comprimé à  8 mg,PERINDOPRIL,,,7500,bahmni_product.categ_saleable_drugs,Stockable Product,afe9ed10-03b4-41bf-8de5-a68cec63f690,
ccb04493-4943-4ffa-8545-f92b629cd7e9,,"CREAFER B9 Comprimé à 200 mg/ 0,25 mg",SULFATE DE FER/ACIDEFOLIQUE,,,1500,bahmni_product.categ_saleable_drugs,Stockable Product,4745bbc0-3a4f-48f7-b7c9-9c76303d0569,
92f9487a-6615-49ce-b5ed-ac2ceec24ddb,,CRIMOX Suspension buvable à 125 mg/ 5 ml,AMOXICILLINE,,,200,bahmni_product.categ_saleable_drugs,Stockable Product,4cafc914-2f1e-4930-bf9b-aafe9b916257,
63827dde-19a2-4278-8881-492d55d8a3cd,,CRIMOX Suspension buvable à 250 mg/ 5 ml,AMOXICILLINE,,,200,bahmni_product.categ_saleable_drugs,Stockable Product,d6fca125-db9a-4d50-9f7c-9d809343f26b,
6b8aefb1-6c23-4d1f-947d-7bcc8ccf0cf3,,CROMOPTIC Collyre à 2 %,CROMOGLICATE DE SODIUM,,,1600,bahmni_product.categ_saleable_drugs,Stockable Product,7f78ec31-49e9-4d8e-9eee-2ef9879d69f1,
b63dd1b7-5845-4ba9-9bf1-f27a9eac4c8a,,CROMOSOL Collyre à 2 %,CROMOGLICATE DE SODIUM,,,500,bahmni_product.categ_saleable_drugs,Stockable Product,d322d421-33ca-4365-b248-30c488d28654,
6932a26f-8b64-4fa0-8b2d-d0e36b79f014,,CURAM Poudre pour suspension buvableable à,AMOXICILLINE/ACIDE CLAVULANIQUE,,,1700,bahmni_product.categ_saleable_drugs,Stockable Product,cb5560ea-83dc-4cd0-8434-74cfec58ad8c,
bf44b55f-ba70-4b87-b2b8-3121cc9abea5,,CURAM Poudre pour suspension buvableable à,AMOXICILLINE/ACIDE CLAVULANIQUE,,,2500,bahmni_product.categ_saleable_drugs,Stockable Product,93c51f35-cd48-4f20-b3d6-f72d4e29e90d,
ca233516-3c26-462f-871e-8acf43f07588,,CURAM Comprimé à  1000/ 200 mg,AMOXICILLINE/ACIDE CLAVULINIQUE,,,3500,bahmni_product.categ_saleable_drugs,Stockable Product,b285b50c-e2ae-46a6-880d-074a9e899dda,
aef091f0-3a8e-4c41-9379-903b7a9d635f,,CURAM Poudre pour solution injectable à 500/,AMOXICILLINE/ACIDE CLAVULINIQUE,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,a97f32b8-dee7-4d1c-8c7d-3c25ce80a8bf,
d677fb59-89b3-4529-91b3-dd1e2cce740e,,CURAM Poudre pour solution injectable à 1000,AMOXICILLINE/ACIDE CLAVULINIQUE,,,1500,bahmni_product.categ_saleable_drugs,Stockable Product,b4b3de33-7307-464b-989d-6359cc4a7ac3,
cf4914fc-2501-44c8-b8bd-2f0414e6afd8,,CURAM Comprimé  à  500/100 mg,AMOXICILLINE/ACIDE CLAVULINIQUE,,,2200,bahmni_product.categ_saleable_drugs,Stockable Product,1ee01bc8-ab85-4eeb-b7a6-f8136571cf75,
2043aeb2-33ae-45ac-a41d-2aa07fb3a702,,CURTEC Solution buvable à 1mg/ ml,CETIRIZINE,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,b45e7204-7bfb-4eda-abae-f323465db264,
ebb487c7-ffd1-4454-8c65-16f7b8d0ec38,,CURTEC Comprimé sécable à 10 mg,CETIRIZINE,,,2200,bahmni_product.categ_saleable_drugs,Stockable Product,f4d76bd8-b132-4ac7-b658-4c07341cae79,
b0568baa-79f9-4d41-83a7-b818c5b419a2,,CYCLO 3 FORT Solution buvable,HETEROSIDES STEROLIQUES,,,1900,bahmni_product.categ_saleable_drugs,Stockable Product,6a40fa3d-80f2-42a9-b1a0-739b44192f5e,
a754d621-1f47-4353-9a61-8849ad98784c,,CYCLO 3 FORT Gélule,HETEROSIDES STEROLIQUES,,,1900,bahmni_product.categ_saleable_drugs,Stockable Product,fbb7bfd0-0a6b-4065-ab81-4ff27ef983aa,
f85a062b-ca80-4782-b027-de8447ff65a5,,CYCLO 3 Crème,HETEROSIDES STEROLIQUES,,,700,bahmni_product.categ_saleable_drugs,Stockable Product,cd9bc62a-ae6e-40d4-8249-3259d83f08c2,
1c9b12e6-d050-401d-834c-32ccd6d45219,,CYTEAL Solution pour usage externe à 100 mg,DISETHIONATE D'HEXAMIDINE,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,f00297b6-41c7-4bd2-8339-b76b0fd426f3,
a1533c47-e425-4370-8fc9-35c23c37a88b,,CYTEAL Solution pour usage externe à 100 mg,CHLORHEXEDINE/HEXAMIDE/CHLORO,,,1900,bahmni_product.categ_saleable_drugs,Stockable Product,acbb9b14-2742-4c2e-b9c8-9dd481366a28,
dfc2aba7-193f-43b8-a85c-453a6f227d3a,,CYTOTEC Comprimé à 200 mg,MISOPROSTOL,,,7300,bahmni_product.categ_saleable_drugs,Stockable Product,cc0903c7-8173-4af2-98b8-d77eb828118c,
5599f304-ab99-4067-8cee-269540325c19,,CYTOTEC Comprimé à 200 mg,MISOPROSTOL,,,3200,bahmni_product.categ_saleable_drugs,Stockable Product,4a4b670a-14c5-417c-8ddb-f7add91f2dec,
fda8d428-4025-457f-a700-9fa5845b77db,,DAFALGAN Suppositoire à ositoire à  600 mg,PARACETAMOL,,,620,bahmni_product.categ_saleable_drugs,Stockable Product,ce94723f-9392-4a7b-99dd-ed326052c404,
026b98e0-fa89-4db2-b9d7-fa486cfb57c2,,DAFLON Comprimé à 500 mg,DIOSMINE,,,2300,bahmni_product.categ_saleable_drugs,Stockable Product,ee1ee792-721f-4f72-a321-2423e7cee288,
2cb1a843-89ab-42ae-a976-97e018d29b8d,,DAFRAZOL Gélule à  20 mg,OMEPRAZOLE,,,2400,bahmni_product.categ_saleable_drugs,Stockable Product,089d6576-576b-4f08-9dd7-954e494f8d49,
244a3c6f-7dd3-456d-8109-28790f962446,,"DAKIN Solution pour usage externe à 0,5 g",NACL  STABILISE,,,700,bahmni_product.categ_saleable_drugs,Stockable Product,6a767003-dbc6-4b4a-8559-bee20ace2e38,
9bca1ec4-e9b2-430f-b03f-b67ca94c2f85,,DAKTARIN Poudre pour application locale à 2 %,MICONAZOLE,,,1300,bahmni_product.categ_saleable_drugs,Stockable Product,8cbd9385-3e04-4543-916a-c7ab3f893c42,
c5b6c30d-ee1d-4e59-ac46-09cb2e9e4628,,DAKTARIN Gel buccal à 2 %,MICONAZOLE,,,1900,bahmni_product.categ_saleable_drugs,Stockable Product,7fa33549-9039-4dbe-bb4f-0df90fb13e71,
1f53b4fb-fbfd-45e3-9bb6-0f3341aa0f97,,DANTRON Solution injectable à 2 mg/ ml,ODENSETRONE,,,5400,bahmni_product.categ_saleable_drugs,Stockable Product,556a3f85-3453-48d0-abd7-0a2430d7a969,
339c5b81-ba08-48ea-a5ad-4031998b15c9,,DANTRON Solution injectable à 2 mg/ ml,ODENSETRONE,,,25000,bahmni_product.categ_saleable_drugs,Stockable Product,fe671aea-1fd3-4107-aacf-e2ba0498ff51,
82fb9247-49f2-4042-a25d-cd7cce287dca,,DAONIL Comprimé sécable à 5 mg,GLIBENCLAMIDE,,,800,bahmni_product.categ_saleable_drugs,Stockable Product,b9e7f1a8-cb9c-4368-868f-d8e192383fc8,
3ab3c282-bbe0-4b22-887a-923bd3fa6663,,DAONIL Comprimé  à 5 mg,GLIBENCLAMIDE,,,3500,bahmni_product.categ_saleable_drugs,Stockable Product,db0d4204-1981-4b48-ac8f-2065ab0cb831,
b5234285-a55e-4f4f-9a88-fac1948a5aee,,DARTE-Q Gélule à 40/ 320 mg,DIHYDROARTEMISININE/PIPERAQUINE,,,2600,bahmni_product.categ_saleable_drugs,Stockable Product,ba8823c2-a931-42d5-96a9-8406b81ea6c5,
ca3f88d9-0563-4c12-99ee-814b0eebb25e,,DEBRICOL Comprimé à 100 mg,TRIMEBUTINE,,,1100,bahmni_product.categ_saleable_drugs,Stockable Product,d3a3a89f-6d79-4549-8c84-d81062ac9f7f,
4b29e057-ab20-46e8-8edc-275f479f6743,,DEBRIDAT Garnulé pour suspension buvable à 24,MALEATE DE TRIMEBUTINE,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,b64e7da6-7771-4847-86e0-ec8c8e99714e,
ecd41314-3032-48ef-b96b-c0d722f753c6,,"DEBRIDAT Suspension buvable à 0,787 g",MALEATE DE TRIMEBUTINE,,,1350,bahmni_product.categ_saleable_drugs,Stockable Product,fe5116b3-85d4-46fb-a081-5182cd2fc9ca,
4e7c65f9-e6e5-4beb-82a9-8ac19c201232,,DECONTRACTYL Baume,MEPHENESINE,,,1100,bahmni_product.categ_saleable_drugs,Stockable Product,734a2ff3-a7ac-48c8-8ce2-3ca2017c6aeb,
9e044ae2-27f9-4e48-8f53-d81e555eea84,,DENKALGIN Comprimé,PARACETAMOL/ACIDE ACETYL SALICYLI,,,650,bahmni_product.categ_saleable_drugs,Stockable Product,f2a75b14-a5de-4cd4-af7b-0e6660b2d078,
a56af307-9fda-4d98-bf31-0ae4a799e524,,DEPAKINE Comprimé à  gastro- resistants  à 500 m,VALPROATE DE SODIUM,,,3150,bahmni_product.categ_saleable_drugs,Stockable Product,704af73e-5e45-4e6d-84d2-aebccf117a5c,
57752a38-c9c6-4af0-b9d7-393e066266c9,,DEPAKINE Chrono Comprimé à  500 mg,VALPROATE DE SODIUM,,,3900,bahmni_product.categ_saleable_drugs,Stockable Product,1a955d2b-c5d9-4139-895b-8057fccbbd4d,
efad3f5d-5d9a-4d28-98dd-2f2724d5390b,,DEPAKINE Comprimé à  200 mg,VALPROATE DE SODIUM,,,1400,bahmni_product.categ_saleable_drugs,Stockable Product,9ac431a8-298b-4959-bc06-b555fe93ce26,
f58041f5-7c2d-4528-8769-be1fb36b1ad8,,DEPAKINE Solution buvable à 200 mg/ ml,VALPROATE DE SODIUM,,,1950,bahmni_product.categ_saleable_drugs,Stockable Product,76a2eb70-bda7-44c5-b80f-5cad86f123a7,
b41c41ae-fc36-41fb-b738-bbcf55e39904,,"DEPAKINE Sirop à 57,64 mg",VALPROATE DE SODIUM,,,2000,bahmni_product.categ_saleable_drugs,Stockable Product,b6408773-0856-4054-9f99-5b2696ed371a,
4f0b657b-6a94-404b-8af3-949e8632e98b,,DEPO MEDROL Solution  injectable à 40 mg,PREDINOSOLONE,,,1100,bahmni_product.categ_saleable_drugs,Stockable Product,ea4caa71-7e58-448d-a7d1-dcfe229bc0a6,
38927b7a-3fb7-453a-84ad-596cf658ff85,,DEPREX Comprimé à  5 mg,OLANZAPINE,,,700,bahmni_product.categ_saleable_drugs,Stockable Product,bc57775d-408b-4452-a757-b1506614e680,
3eace967-f45e-49e3-a8a0-b6f6966ccecb,,DEPREX Comprimé à 10 mg,OLANZAPINE,,,800,bahmni_product.categ_saleable_drugs,Stockable Product,f06365aa-badf-467c-804e-ba4e6a2c6a3b,
8962183d-3bf1-4407-8857-ed15a1159af1,,DERMACIDE Solution pour application locale,LAURYL SULFATE DE SODIUM,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,079cab41-4665-42af-826f-59218b137eda,
3c8e2c32-b7ea-4202-81b2-3d3f3f36bf29,,DERMOBACTER Solution pour application locale,CLORURE DE BENZALKONIUM,,,650,bahmni_product.categ_saleable_drugs,Stockable Product,41ad518e-64d5-4752-9213-4d18cb42dc9f,
3613ff44-6372-47c1-8f4f-ffb28d559abf,,DERMOFIX Crème vaginale à  20mg,SERTACONAZOLE NITRATE,,,1450,bahmni_product.categ_saleable_drugs,Stockable Product,6d576460-2821-4705-8cfd-1a39e5f8218d,
465a354c-6dfa-4a42-bd2e-b8e7fbdc57de,,DERMOFIX Crème à 2 %,SERTACONAZOLE,,,1450,bahmni_product.categ_saleable_drugs,Stockable Product,76f6764e-5e9d-4913-83c8-4b355f212b49,
0e5da55c-5d21-4b69-9b18-8d9759d39d73,,DERZOL Gélule à 150 mg,FLUCONAZOLE,,,1550,bahmni_product.categ_saleable_drugs,Stockable Product,2bbdbad4-1b07-40ea-b7a7-9becb94f3de4,
8f306074-ff09-422c-b1ea-3a5f41918351,,DETURGYLONE poudre et solvant pour pulvérisation n,PREDNISOLONE SODIUM PHOSPHATE,,,1250,bahmni_product.categ_saleable_drugs,Stockable Product,529a7d80-46b8-4f7a-a408-df950e7e6708,
25cabccb-d3c1-4e60-b012-67a4266c3abe,,DEXA- Medis Solution injectable à 4 mg/ 1 ml,DEXAMETHASONE,,,5200,bahmni_product.categ_saleable_drugs,Stockable Product,83de9075-6ceb-4cf4-9861-827689778c43,
a4dd1be7-6c0d-4481-8974-4028d27e2c57,,DEXAMETHASONE Solution injectable à 4 mg/ 1 ml,DEXAMETHASONE,,,100,bahmni_product.categ_saleable_drugs,Stockable Product,5e477f00-63c3-4980-a1aa-8e4e618e7a3a,
cf184487-e109-43e5-85c9-2ed44737c3ee,,DIABIREL Comprimé à 1 mg,GLIMEPIRIDE,,,1700,bahmni_product.categ_saleable_drugs,Stockable Product,b41c4749-07a9-4dc0-9888-9a5a1e9d2a15,
29ca9a09-9e3b-4090-a43f-12e23e106885,,DIABIREL Comprimé à 2 mg,GLIMEPIRIDE,,,2250,bahmni_product.categ_saleable_drugs,Stockable Product,a53b650b-aa67-461f-badf-ab55512c3b12,
7f296f6b-ca4a-4af4-8f1d-f708ddb443a9,,DIABIREL Comprimé à  3 mg,GLIMEPIRIDE,,,2650,bahmni_product.categ_saleable_drugs,Stockable Product,b8d1a33b-6482-4343-9a81-72acddd8e465,
39aff407-68d1-4ef4-bc17-e0bad4e22cc0,,DIABIREL Comprimé à 4 mg,GLIMEPIRIDE,,,3500,bahmni_product.categ_saleable_drugs,Stockable Product,64b0580c-29bf-4847-afd4-e5460be1ecbe,
f550c95d-3985-4fd7-a924-a78e593f940c,,DIAGLIM Comprimé à 1 mg,GLIMEPIRIDE,,,1800,bahmni_product.categ_saleable_drugs,Stockable Product,1902f9b5-65e3-4597-bf9b-c0270a8a6825,
125d8add-0162-4af4-97c0-54e96d843573,,DIAGLIM Comprimé à 2 mg,GLIMEPIRIDE,,,2400,bahmni_product.categ_saleable_drugs,Stockable Product,53f5f694-ce0f-470d-874a-fefeb37fb61a,
b58f6fe3-d095-4c79-abaf-23f2fe6e71f4,,DIAGLIM Comprimé à  3 mg,GLIMEPIRIDE,,,2900,bahmni_product.categ_saleable_drugs,Stockable Product,e462325e-9fa3-4dfc-9ac4-413ec7a40b81,
549061b6-3cac-4a3c-8872-0d3bee0f6877,,DIAGLIM Comprimé à 4 mg,GLIMEPIRIDE,,,4000,bahmni_product.categ_saleable_drugs,Stockable Product,05607983-d09a-4d01-9e69-d32e555db385,
aa4589c6-56c0-4d08-95b8-a5485ea9839e,,DIAMICRON Comprimé à 30 mg,GLICLAZIDE,,,3000,bahmni_product.categ_saleable_drugs,Stockable Product,14115d2c-bc08-4d74-a80b-7bfe61d6002a,
b8a520a7-f6b7-4b92-91ed-28ee429929d0,,DIAMICRON Comprimé à 30 mg,GLICLAZIDE,,,5700,bahmni_product.categ_saleable_drugs,Stockable Product,14f8c51d-07b3-44ab-a410-d93eedc93656,
3d8a33aa-9273-47a8-9333-f87210e1b992,,DIANE 35 Comprimé à 35 µg,CYPROTERONE/ETHINYL ESTRADIOL,,,2700,bahmni_product.categ_saleable_drugs,Stockable Product,0e6ee0b6-4596-46c6-adba-32d2f087f440,
79cbc92a-f74d-4e74-b9e2-2d531c837c24,,DIARETYL Gélule à 2 mg,LOPERAMIDE,,,700,bahmni_product.categ_saleable_drugs,Stockable Product,f09623d7-9b3d-434f-b3ac-517464a710ca,
a618ed1c-8263-4d89-b23b-90c318eeb021,,DIARYL Suspension à 200 mg,NIFUROXAZIDE,,,650,bahmni_product.categ_saleable_drugs,Stockable Product,1de208e9-f913-4a9c-bf26-fae6cfb5b48a,
7abe5b4f-acb1-4586-9de5-69bed28e5a1c,,DIARYL Gélule à  200 mg,NIFUROXAZIDE,,,800,bahmni_product.categ_saleable_drugs,Stockable Product,8a4b2004-36c6-4688-b638-4ee7a1a7d16d,
8e01698f-c2b8-4bc1-baa5-7e934048ddeb,,DIAZEPAM Solution  injectable à 10 mg/ 2 ml,DIAZEPAM,,,3300,bahmni_product.categ_saleable_drugs,Stockable Product,aa25cdb2-fc69-40d5-a83f-84d8005f4be8,
37e24252-2291-451e-b849-de5d7cae9da2,,DICETEL Comprimé à  100 mg,PINAVERIUM,,,2800,bahmni_product.categ_saleable_drugs,Stockable Product,80aa489a-3e7d-444e-b96b-d076f521f611,
e7050b82-bfc3-4b67-bf14-76caf2232751,,DICETEL Comprimé à  100 mg,PINAVERIUM,,,4100,bahmni_product.categ_saleable_drugs,Stockable Product,e3de4cb6-a4e8-493c-91e5-91db68b8e21d,
93975e9c-a20b-4da8-814c-819a9aa48a9c,,DICETEL Comprimé à   50 mg,PINAVERIUM,,,1700,bahmni_product.categ_saleable_drugs,Stockable Product,5042ccea-3536-4bac-8586-79527cf6e9c2,
e43016dd-a3b3-4931-8d4b-e1b61e35ef33,,DICLAC  LP Comprimé à  75 mg,DICLOFENAC,,,2200,bahmni_product.categ_saleable_drugs,Stockable Product,93e370c5-396b-4756-9e2d-ee18ffd74e25,
b22dcda1-1093-46c9-979a-120729af8886,,DICLAC  LP Comprimé à 150 mg,DICLOFENAC,,,2650,bahmni_product.categ_saleable_drugs,Stockable Product,8e94020f-f0a9-4a75-ae31-3aea4d82e5a3,
b0de28bc-1bd6-48a4-894e-d8cc9a658111,,DICLAC Solution injectable à 75 mg/ ml,DICLOFENAC,,,400,bahmni_product.categ_saleable_drugs,Stockable Product,36cf8c9b-cfc1-4b98-b4b5-8db8a0f3a8fa,
c1229f83-ab49-45fa-b05c-dbca399a1f46,,DICLAC Suppositoire à ositoire à 100 mg,DICLOFENAC,,,1400,bahmni_product.categ_saleable_drugs,Stockable Product,6e2548ff-cd06-4201-8a52-2898ad77856c,
937b836f-ffe1-4222-8548-aa3bca68a1ed,,DICLAC Comprimé à 50 mg,DICLOFENAC,,,1400,bahmni_product.categ_saleable_drugs,Stockable Product,d4a8f361-0a96-4606-b638-aa6d4dc8a3fa,
15fe8bb6-d0dc-4124-9870-96e9fdae5aba,,DICLO DENK Suppositoire à ositoire100 mg,DICLOFENAC,,,1100,bahmni_product.categ_saleable_drugs,Stockable Product,1ee875ce-a1d3-459a-a9b3-84ed03b4efe7,
73320335-5f7f-41ff-a858-7ed3e521d4d5,,DICLO DENK Comprimé à 25 mg,DICLOFENAC,,,2500,bahmni_product.categ_saleable_drugs,Stockable Product,3f142f78-74bb-4023-a467-a3fa536eb481,
927f41b2-a393-4455-891b-4cac002d23ed,,DICLO DENK Comprimé à 50 mg,DICLOFENAC,,,2500,bahmni_product.categ_saleable_drugs,Stockable Product,d125ce9c-c11e-4093-a274-2afa6fa7557b,
135b07b2-d6ce-4dde-adcb-ba59698dd8d5,,DICLO DENK Solution injectable  à 75 mg /ml,DICLOFENAC,,,1300,bahmni_product.categ_saleable_drugs,Stockable Product,9d28d163-7584-4d63-b8eb-bdb4ca80d333,
cb8b0a89-5bd1-4ccb-8d36-d6fbb333ff60,,DICLO DENK Comprimé à 100 mg,DICLOFENAC,,,5000,bahmni_product.categ_saleable_drugs,Stockable Product,2cc75c59-3d43-412f-accf-0adad72f7c70,
508599e2-afee-4eae-90ac-06b277661441,,DICLOFEN Comprimé à  50 mg,DICLOFENAC,,,3000,bahmni_product.categ_saleable_drugs,Stockable Product,b2bed42d-cb28-4a27-9996-2a851d925bd3,
7ac1d84a-c413-4820-aa0c-8f176f507ed0,,DICLOFENAC Comprimé à 25 mg,DICLOFENAC,,,200,bahmni_product.categ_saleable_drugs,Stockable Product,4d308952-b289-49c8-b043-765e0bf66259,
aa7da182-4001-4a0d-b20f-93c447ea3430,,DICLOFENAC Comprimé à  50 mg,DICLOFENAC,,,300,bahmni_product.categ_saleable_drugs,Stockable Product,f6704c97-6644-4ab9-826a-38fc1eadd9fb,
18a1506b-30bf-48d7-a373-d3c8aa61b616,,DICLOMAX Comprimé à 50 mg,DICLOFENAC,,,1100,bahmni_product.categ_saleable_drugs,Stockable Product,9a064c55-7628-4551-9250-85ddd92438b7,
aedb0d70-fba1-4630-b4e0-755ecada358b,,DICLOMAX Gélule à  100 mg,DICLOFENAC,,,1250,bahmni_product.categ_saleable_drugs,Stockable Product,62ac7101-4bfa-414e-995d-cb5968cd9631,
b16d6fdb-cc09-4078-a17a-1f4591e93539,,DICLOMAX Gélule à  75 mg,DICLOFENAC,,,2000,bahmni_product.categ_saleable_drugs,Stockable Product,294e1f2d-08f4-42aa-9cc5-42d7ce311251,
50dd7460-50db-43fd-87cd-0f5274f40825,,DICLOPAR Comprimé à  50/ 500 mg,DICLOFENAC/PARACETAMOL,,,450,bahmni_product.categ_saleable_drugs,Stockable Product,eb4c57eb-02ec-4005-89df-0b6f11a4df42,
5dc4834c-5234-4397-95f7-ae13ca742af3,,DICLOREUM Solution injectable à 75 mg/ 3 ml,DICLOFENAC,,,600,bahmni_product.categ_saleable_drugs,Stockable Product,4b396136-da8d-4a95-989a-9d94ef5b7372,
92bcb82b-bfdb-407e-a756-9871c77822bf,,DICLOWAL Suppositoire à 100 mg,DICLOFENAC,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,a1e5ac60-a99e-49a2-a3f4-5f584225846e,
96523d60-4a58-4747-a385-2662e1a436d0,,DICLOWAL Ampoule injectable à 75 mg,DICLOFENAC,,,950,bahmni_product.categ_saleable_drugs,Stockable Product,9a0daffe-53e3-4eba-9e11-ff9af4dd4885,
70d43ad2-2042-4ad3-806e-a460998c45f2,,DICLOWAL Comprimé retard à 100 mg,DICLOFENAC,,,1200,bahmni_product.categ_saleable_drugs,Stockable Product,3ffd4b0a-eda8-474d-8eb5-0b35c8042810,
6fc71ab7-66bc-4ffe-9a5a-b96f5f13e706,,DICLOWAL Comprimé à 50 mg,DICLOFENAC,,,1000,bahmni_product.categ_saleable_drugs,Stockable Product,68e3b7b4-6ea2-413d-bc5c-15d06348c12a,
479d388a-2dd8-4d3c-ba91-918120813e39,,DICYNONE Solution injectable à 250 mg/ 2 ml,ETAMSYLATE,,,1250,bahmni_product.categ_saleable_drugs,Stockable Product,dc24d9e5-cea6-41fe-907b-5da23f4a3b32,
e9c07078-5c49-4f3b-911c-cf8ed6ba21b1,,DICYNONE Comprimé à  500 mg,ETAMSYLATE,,,2150,bahmni_product.categ_saleable_drugs,Stockable Product,fb13f2fc-6cf0-4fb6-b284-0e403cb9fdd8,
