Uuid,Void/Retire,Short name:en,Fully specified name:en,Short name:fr,Fully specified name:fr,Data class,Data Type,_version:1,_order:500
1a67630e-8b14-47cd-ad94-f2d3cc5eed4f,,BENZATHINE PENICILLINE,BENZATHINE PENICILLINE,BENZATHINE PENICILLINE,BENZATHINE PENICILLINE,Drug,N/A,,
cb4d2c14-5ce9-4b23-bddd-5ecd9a5d28de,,POLYVIDONE IODEE,POLYVIDONE IODEE,POLYVIDONE IODEE,POLYVIDONE IODEE,Drug,N/A,,
ac182431-8e60-46a1-a994-2c09073625ff,,BETAHISTINE DICHLORHYDRATE,BETAHISTINE DICHLORHYDRATE,BETAHISTINE DICHLORHYDRATE,BETAHISTINE DICHLORHYDRATE,Drug,N/A,,
4cdd2c5c-ce6e-4b86-9254-5257a2541d3f,,BÉTAXOLOL,BÉTAXOLOL,BÉTAXOLOL,BÉTAXOLOL,Drug,N/A,,
c316ce66-9d6f-441f-8fcb-8bf693ba8ca2,,CIPROFLOXACINE,CIPROFLOXACINE,CIPROFLOXACINE,CIPROFLOXACINE,Drug,N/A,,
d0170bc6-017f-4305-b10d-fcdb98713a20,,TROLAMINE,TROLAMINE,TROLAMINE,TROLAMINE,Drug,N/A,,
744557c9-56ab-41bb-b713-4517cdc26dcc,,SULFAMETHOXAZOLE / TRIMETHOPRIME,SULFAMETHOXAZOLE / TRIMETHOPRIME,SULFAMETHOXAZOLE / TRIMETHOPRIME,SULFAMETHOXAZOLE / TRIMETHOPRIME,Drug,N/A,,
40552341-ce1d-408d-8ff3-6bf5c5f0b8bc,,BISOPROLOL,BISOPROLOL,BISOPROLOL,BISOPROLOL,Drug,N/A,,
6f406520-1704-4535-a598-e4d3ee3615c9,,PRAZIQUANTEL,PRAZIQUANTEL,PRAZIQUANTEL,PRAZIQUANTEL,Drug,N/A,,
ce14c870-809c-422e-9d63-44bc17e105c4,,CLARITHROMYCINE,CLARITHROMYCINE,CLARITHROMYCINE,CLARITHROMYCINE,Drug,N/A,,
12788dae-4913-48d4-b83b-0f966569f805,,DICLOFÉNAC,DICLOFÉNAC,DICLOFÉNAC,DICLOFÉNAC,Drug,N/A,,
e7363c8c-6120-4244-b8b3-5e734da2de0c,,FER /ACIDE FOLIQUE,FER /ACIDE FOLIQUE,FER /ACIDE FOLIQUE,FER /ACIDE FOLIQUE,Drug,N/A,,
8f7b47d8-127d-442e-9c9f-caa9f8be78c4,,SPIRAMYCINE,SPIRAMYCINE,SPIRAMYCINE,SPIRAMYCINE,Drug,N/A,,
8a614e6b-68c8-4b49-b67b-8b39fade94d7,,METRONIDAZOLE,METRONIDAZOLE,METRONIDAZOLE,METRONIDAZOLE,Drug,N/A,,
4862891c-040a-4e32-89a9-135b42c3ae1a,,DOMPÉRIDONE,DOMPÉRIDONE,DOMPÉRIDONE,DOMPÉRIDONE,Drug,N/A,,
ada981a1-ecf5-410d-8186-e042ed89a8b5,,KÉTOPROFÈNE,KÉTOPROFÈNE,KÉTOPROFÈNE,KÉTOPROFÈNE,Drug,N/A,,
f2037f4c-d2fd-4f2e-9166-0b3db0ae76c8,,SPIRAMYCINE / METRONIDAZOLE,SPIRAMYCINE / METRONIDAZOLE,SPIRAMYCINE / METRONIDAZOLE,SPIRAMYCINE / METRONIDAZOLE,Drug,N/A,,
3b0d178f-b026-4f4c-8b99-b82261710c39,,ATENOLOL / CLORTALIDONE,ATENOLOL / CLORTALIDONE,ATENOLOL / CLORTALIDONE,ATENOLOL / CLORTALIDONE,Drug,N/A,,
a728cba1-7c5d-40a1-9db5-71c820371f68,,ATENOLOL,ATENOLOL,ATENOLOL,ATENOLOL,Drug,N/A,,
c414a8c1-e6a2-4e74-a1fd-1a89efeadf7f,,TERBUTALINE,TERBUTALINE,TERBUTALINE,TERBUTALINE,Drug,N/A,,
94d6fcb4-fb8d-4120-98a5-8ed49d4f2d57,,OXACILLINE,OXACILLINE,OXACILLINE,OXACILLINE,Drug,N/A,,
f920cab7-9849-4012-a9e7-6b6ef6a02aa4,,PHOLCODINE / CHLORPHÉNAMINE,PHOLCODINE / CHLORPHÉNAMINE,PHOLCODINE / CHLORPHÉNAMINE,PHOLCODINE / CHLORPHÉNAMINE,Drug,N/A,,
4e4f429d-ce7c-4025-9533-d5583cc42e9a,,CARBOCISTÉINE,CARBOCISTÉINE,CARBOCISTÉINE,CARBOCISTÉINE,Drug,N/A,,
6fb08503-4920-4eeb-8653-209874a5cefd,,CARBOCISTEINE,CARBOCISTEINE,CARBOCISTEINE,CARBOCISTEINE,Drug,N/A,,
0046b360-07fb-4886-8745-a6672466439e,,TRIMÉTHOPRIME / SULFAMÉTHOXAZOLE,TRIMÉTHOPRIME / SULFAMÉTHOXAZOLE,TRIMÉTHOPRIME / SULFAMÉTHOXAZOLE,TRIMÉTHOPRIME / SULFAMÉTHOXAZOLE,Drug,N/A,,
fd02bb08-9a68-4407-ab83-5b07395539ad,,IBUPROFEN,IBUPROFEN,IBUPROFEN,IBUPROFEN,Drug,N/A,,
13cfddc0-901e-4ca6-a716-2b1bf707d856,,PHENAZONE,PHENAZONE,PHENAZONE,PHENAZONE,Drug,N/A,,
2757478c-6eab-459c-933e-cfe86b06f536,,IBUPROFEN/PARACETAMOL,IBUPROFEN/PARACETAMOL,IBUPROFEN/PARACETAMOL,IBUPROFEN/PARACETAMOL,Drug,N/A,,
26226915-c6e9-4f7e-b832-612d963db4dc,,LIDOCAINE / ACIDE SALICYLIQUE,LIDOCAINE / ACIDE SALICYLIQUE,LIDOCAINE / ACIDE SALICYLIQUE,LIDOCAINE / ACIDE SALICYLIQUE,Drug,N/A,,
535615a5-eb53-4eb9-bc4a-80bc9911ad6e,,BUDESONIDE,BUDESONIDE,BUDESONIDE,BUDESONIDE,Drug,N/A,,
33ecc0fe-c207-418f-91a5-c9081ae217d6,,VIT C / GLUCONATE DE CALCIUM,VIT C / GLUCONATE DE CALCIUM,VIT C / GLUCONATE DE CALCIUM,VIT C / GLUCONATE DE CALCIUM,Drug,N/A,,
c86e0847-6247-4421-a698-1a6552a94299,,CALCIUM / VIT D3 / VIT B6 / VIT C,CALCIUM / VIT D3 / VIT B6 / VIT C,CALCIUM / VIT D3 / VIT B6 / VIT C,CALCIUM / VIT D3 / VIT B6 / VIT C,Drug,N/A,,
66b8d280-e3d0-492a-824d-85f7db0d75d9,,CALCIUM,CALCIUM,CALCIUM,CALCIUM,Drug,N/A,,
8c904e61-3089-4571-8732-27a1d3071af1,,CA+VIT D3,CA+VIT D3,CA+VIT D3,CA+VIT D3,Drug,N/A,,
2b709f8e-971b-47c3-b702-7369491becc0,,MÉTAMIZOLE  SODIQUE,MÉTAMIZOLE  SODIQUE,MÉTAMIZOLE  SODIQUE,MÉTAMIZOLE  SODIQUE,Drug,N/A,,
4d1581d9-e86a-4e8d-8b35-d8775dac4eae,,PIMÉTIXÉNE,PIMÉTIXÉNE,PIMÉTIXÉNE,PIMÉTIXÉNE,Drug,N/A,,
7bf43426-9db1-44c8-84a8-08d29cf6fe93,,DEXTROMETHORPHANE,DEXTROMETHORPHANE,DEXTROMETHORPHANE,DEXTROMETHORPHANE,Drug,N/A,,
f5e2c8df-b378-4276-bcf9-f4403328d8e3,,AMODIAQUINE / ARTESUNATE,AMODIAQUINE / ARTESUNATE,AMODIAQUINE / ARTESUNATE,AMODIAQUINE / ARTESUNATE,Drug,N/A,,
56664fdd-fc0a-40cd-ae2a-bbac05df6da8,,NYSTATINE,NYSTATINE,NYSTATINE,NYSTATINE,Drug,N/A,,
0777ff30-19df-48ea-8146-f3154a2ef0cc,,CAPTOPRIL,CAPTOPRIL,CAPTOPRIL,CAPTOPRIL,Drug,N/A,,
6c0bb638-b3f1-4a2b-a22a-f38f9bb2559c,,CAPTOPRIL / HYDROCHLOROTHIAZIDE,CAPTOPRIL / HYDROCHLOROTHIAZIDE,CAPTOPRIL / HYDROCHLOROTHIAZIDE,CAPTOPRIL / HYDROCHLOROTHIAZIDE,Drug,N/A,,
7e589eb4-70c5-43fd-8fc6-f486ac411a9f,,CHARBON ACTIVÉ,CHARBON ACTIVÉ,CHARBON ACTIVÉ,CHARBON ACTIVÉ,Drug,N/A,,
b9450f4c-1352-4085-a5a2-db59cf2bed5a,,CARBAMAZEPINE,CARBAMAZEPINE,CARBAMAZEPINE,CARBAMAZEPINE,Drug,N/A,,
7cbcbb09-f996-4628-ad0d-8ec9ed615670,,LEVURE DÉSHYDRATÉE,LEVURE DÉSHYDRATÉE,LEVURE DÉSHYDRATÉE,LEVURE DÉSHYDRATÉE,Drug,N/A,,
8a50244a-e845-4d9c-ae2e-e33f12c54f77,,CARBOCYSTEÏNE,CARBOCYSTEÏNE,CARBOCYSTEÏNE,CARBOCYSTEÏNE,Drug,N/A,,
fe00c9cf-81e7-4724-9b1b-a4f663e9d228,,CHARBON VEGETAL,CHARBON VEGETAL,CHARBON VEGETAL,CHARBON VEGETAL,Drug,N/A,,
af40050e-27b2-49d0-ac66-853074a6ef82,,ACEBUTOLOL,ACEBUTOLOL,ACEBUTOLOL,ACEBUTOLOL,Drug,N/A,,
260e3606-bc28-4307-b32c-2b78ec362da2,,IMIDAPRIL,IMIDAPRIL,IMIDAPRIL,IMIDAPRIL,Drug,N/A,,
362cbe83-a605-4ee8-ad83-d1075c1b8c29,,DOXAZOSINE,DOXAZOSINE,DOXAZOSINE,DOXAZOSINE,Drug,N/A,,
f418b597-d3df-459e-9ba8-ab181ba9840f,,CARVEDILOL,CARVEDILOL,CARVEDILOL,CARVEDILOL,Drug,N/A,,
9e6f0257-fc3e-480b-9333-af5d941e6785,,AMOXICILLINE / BROMHEXINE,AMOXICILLINE / BROMHEXINE,AMOXICILLINE / BROMHEXINE,AMOXICILLINE / BROMHEXINE,Drug,N/A,,
d0c3e767-18f4-46d5-bd25-ce18711f0365,,PILOCARPINE,PILOCARPINE,PILOCARPINE,PILOCARPINE,Drug,N/A,,
46d73da3-d84f-49ff-9ebc-d0e8b37eadfd,,CARTEOLOL,CARTEOLOL,CARTEOLOL,CARTEOLOL,Drug,N/A,,
0fad2e86-45b5-4d20-821e-db0ff28f2a4c,,INOSINE MONOPHOSPHATE,INOSINE MONOPHOSPHATE,INOSINE MONOPHOSPHATE,INOSINE MONOPHOSPHATE,Drug,N/A,,
7b8fb451-71a9-4cda-b330-d8d04e8a2c84,,DICLOFENAC,DICLOFENAC,DICLOFENAC,DICLOFENAC,Drug,N/A,,
f74b38c7-2f10-45fa-a385-af9b9baec4d8,,ACETYL SALICYLATE DE SODIUM BICARB  ,ACETYL SALICYLATE DE SODIUM BICARB  ,ACETYL SALICYLATE DE SODIUM BICARB  ,ACETYL SALICYLATE DE SODIUM BICARB  ,Drug,N/A,,
0aef2c0a-ee36-4ce2-85e4-9e4a433b8bd9,,CLONIDINE,CLONIDINE,CLONIDINE,CLONIDINE,Drug,N/A,,
c4ecf753-1cab-4dce-a9da-cae05d6a8603,,PYRIDOXINE,PYRIDOXINE,PYRIDOXINE,PYRIDOXINE,Drug,N/A,,
a3079bd2-1baa-4ed9-bfda-50ec9e4ad05b,,VITAMINES C/D/B6/CALCIUM,VITAMINES C/D/B6/CALCIUM,VITAMINES C/D/B6/CALCIUM,VITAMINES C/D/B6/CALCIUM,Drug,N/A,,
c1d471f5-2ec4-4da6-a7df-8cd9b27996e0,,BÉTAMETHAZONE / DEXCHLORPHÉNIRA,BÉTAMETHAZONE / DEXCHLORPHÉNIRA,BÉTAMETHAZONE / DEXCHLORPHÉNIRA,BÉTAMETHAZONE / DEXCHLORPHÉNIRA,Drug,N/A,,
f9aeee51-fd60-4e72-8aad-001625287e3f,,BETAMETHASONE,BETAMETHASONE,BETAMETHASONE,BETAMETHASONE,Drug,N/A,,
d66cf575-dff4-42db-a8c9-94cfab9168cc,,BÉTAMETHAZONE,BÉTAMETHAZONE,BÉTAMETHAZONE,BÉTAMETHAZONE,Drug,N/A,,
4f563b4a-43c0-4ec3-8ae4-0c968917ee79,,XYLENE,XYLENE,XYLENE,XYLENE,Drug,N/A,,
91e321f9-b8ff-4ba0-a309-d10b906561b5,,CIPROFLOXACINE / FLUOCINOLONE,CIPROFLOXACINE / FLUOCINOLONE,CIPROFLOXACINE / FLUOCINOLONE,CIPROFLOXACINE / FLUOCINOLONE,Drug,N/A,,
dfb0f21f-8654-47cc-a44c-7dd2dace9770,,DEXAMÉTHASONE / NÉOMYCINE,DEXAMÉTHASONE / NÉOMYCINE,DEXAMÉTHASONE / NÉOMYCINE,DEXAMÉTHASONE / NÉOMYCINE,Drug,N/A,,
2614cd61-516c-4e59-aa50-74c84c80be6a,,NORFLOXACINE,NORFLOXACINE,NORFLOXACINE,NORFLOXACINE,Drug,N/A,,
095acd63-2997-4f27-b702-985444ab80dd,,THÉOPHYLLINE / EPHÉDRINE / PHÉNOBA,THÉOPHYLLINE / EPHÉDRINE / PHÉNOBA,THÉOPHYLLINE / EPHÉDRINE / PHÉNOBA,THÉOPHYLLINE / EPHÉDRINE / PHÉNOBA,Drug,N/A,,
cdef164f-0c02-497b-b1d0-8f9364667c31,,CHLOROCRÉSOL,CHLOROCRÉSOL,CHLOROCRÉSOL,CHLOROCRÉSOL,Drug,N/A,,
5a3e974c-a3ff-4e58-ab82-1640f2c2572d,,NIMOTUZUMAB,NIMOTUZUMAB,NIMOTUZUMAB,NIMOTUZUMAB,Drug,N/A,,
83f7d9ff-6f9f-4e2b-8ce6-92b73ff4084f,,CIMETIDINE,CIMETIDINE,CIMETIDINE,CIMETIDINE,Drug,N/A,,
c524a365-f76d-456f-bc53-2bddc442861c,,SULFAMETHOXAZOL / TRIMETHOPRIME,SULFAMETHOXAZOL / TRIMETHOPRIME,SULFAMETHOXAZOL / TRIMETHOPRIME,SULFAMETHOXAZOL / TRIMETHOPRIME,Drug,N/A,,
1e716edc-917a-4043-b860-d57e346ae584,,CIPROFLAXACINE,CIPROFLAXACINE,CIPROFLAXACINE,CIPROFLAXACINE,Drug,N/A,,
7ac1c984-c794-480f-b136-4dd74df8a17c,,ARGININE / BETAINE,ARGININE / BETAINE,ARGININE / BETAINE,ARGININE / BETAINE,Drug,N/A,,
624f9c0b-65e1-4037-b85b-a2edfbf2516c,,SIMVASTATINE,SIMVASTATINE,SIMVASTATINE,SIMVASTATINE,Drug,N/A,,
4e83bf94-dda5-426b-86cc-8157fd4e2bf9,,CÉFOTAXIME,CÉFOTAXIME,CÉFOTAXIME,CÉFOTAXIME,Drug,N/A,,
a3cd0c0e-7d68-4e03-9ab8-d6cd94b94573,,LORATADINE,LORATADINE,LORATADINE,LORATADINE,Drug,N/A,,
52e95c6a-2f58-444f-860d-96908be6f593,,AMOXICILLINE / ACIDE CLAVULINIQUE,AMOXICILLINE / ACIDE CLAVULINIQUE,AMOXICILLINE / ACIDE CLAVULINIQUE,AMOXICILLINE / ACIDE CLAVULINIQUE,Drug,N/A,,
d1396490-a883-4783-824d-2d08908f6adf,,DICLOFENAC                                                 ,DICLOFENAC                                                 ,DICLOFENAC                                                 ,DICLOFENAC                                                 ,Drug,N/A,,
357a9553-eae3-4295-8cac-ab2efe69324e,,DICLOFÉNAC                                                 ,DICLOFÉNAC                                                 ,DICLOFÉNAC                                                 ,DICLOFÉNAC                                                 ,Drug,N/A,,
e7ea3cc9-4043-4796-ba01-49dade681c79,,CLOMIFÈNE                                                  ,CLOMIFÈNE                                                  ,CLOMIFÈNE                                                  ,CLOMIFÈNE                                                  ,Drug,N/A,,
a3fe614e-8c84-45e4-a707-43378ff307a3,,CLOPIDOGREL                                               ,CLOPIDOGREL                                               ,CLOPIDOGREL                                               ,CLOPIDOGREL                                               ,Drug,N/A,,
db736429-8cec-4db4-97cc-e178b9dcd0c2,,CEFACLOR                                                       ,CEFACLOR                                                       ,CEFACLOR                                                       ,CEFACLOR                                                       ,Drug,N/A,,
0a4dcbf4-4308-451b-a7fd-f472996d2e74,,CEFACLOR                                                      ,CEFACLOR                                                      ,CEFACLOR                                                      ,CEFACLOR                                                      ,Drug,N/A,,
fcd4a706-e1b0-4f8d-a83a-6cd195c94643,,CLOTRIMAZOLE                                            ,CLOTRIMAZOLE                                            ,CLOTRIMAZOLE                                            ,CLOTRIMAZOLE                                            ,Drug,N/A,,
8113d763-d503-4b41-9bed-bc64ab67239c,,AMOXICILLINE / ACIDE  CLAVULANIQUE  ,AMOXICILLINE / ACIDE  CLAVULANIQUE  ,AMOXICILLINE / ACIDE  CLAVULANIQUE  ,AMOXICILLINE / ACIDE  CLAVULANIQUE  ,Drug,N/A,,
c28de684-52ff-4d4f-af29-ea10bca21a94,,AMOXICILLINE / ACIDE CLAVULANIQUE   ,AMOXICILLINE / ACIDE CLAVULANIQUE   ,AMOXICILLINE / ACIDE CLAVULANIQUE   ,AMOXICILLINE / ACIDE CLAVULANIQUE   ,Drug,N/A,,
c1829a75-bb30-45b7-b925-7996f87d9d80,,IRBESARTAN / HYDROCHLOROTHIAZIDE   ,IRBESARTAN / HYDROCHLOROTHIAZIDE   ,IRBESARTAN / HYDROCHLOROTHIAZIDE   ,IRBESARTAN / HYDROCHLOROTHIAZIDE   ,Drug,N/A,,
9644a447-e478-4ccd-b9b1-ec447f16b1cc,,ARTESUNATE / (SULFAMETHOXYPYRAZIN,ARTESUNATE / (SULFAMETHOXYPYRAZIN,ARTESUNATE / (SULFAMETHOXYPYRAZIN,ARTESUNATE / (SULFAMETHOXYPYRAZIN,Drug,N/A,,
a5bc69de-4cb1-4a98-8b0c-cb1520797e81,,ARTÉSUNATE / LOMEFANTRINE                ,ARTÉSUNATE / LOMEFANTRINE                ,ARTÉSUNATE / LOMEFANTRINE                ,ARTÉSUNATE / LOMEFANTRINE                ,Drug,N/A,,
911bad36-6062-460f-a58a-c3eeafdcc552,,ARTÉSUNATE + LUMEFANTRINE                ,ARTÉSUNATE + LUMEFANTRINE                ,ARTÉSUNATE + LUMEFANTRINE                ,ARTÉSUNATE + LUMEFANTRINE                ,Drug,N/A,,
bed66f71-84bd-424d-90cc-8fd51d3bd3b8,,ARTHÉMÉTER / LUMÉFANTRINE                 ,ARTHÉMÉTER / LUMÉFANTRINE                 ,ARTHÉMÉTER / LUMÉFANTRINE                 ,ARTHÉMÉTER / LUMÉFANTRINE                 ,Drug,N/A,,
59c249c1-e3fb-4185-ba3f-d14478aaf62c,,PARACETAMOL /  CODEINE                         ,PARACETAMOL /  CODEINE                         ,PARACETAMOL /  CODEINE                         ,PARACETAMOL /  CODEINE                         ,Drug,N/A,,
243992d6-9e4a-442e-af74-cd13d1aefe0d,,ARTÉMETHER / LUMÉFANTRINE                 ,ARTÉMETHER / LUMÉFANTRINE                 ,ARTÉMETHER / LUMÉFANTRINE                 ,ARTÉMETHER / LUMÉFANTRINE                 ,Drug,N/A,,
5c4465c1-f6c2-4347-b78d-af737f22b4c0,,COLCHICINE                                                  ,COLCHICINE                                                  ,COLCHICINE                                                  ,COLCHICINE                                                  ,Drug,N/A,,
1cb94455-2e46-4a13-b637-c13a8bd1c9a2,,ATORVASTATINE                                            ,ATORVASTATINE                                            ,ATORVASTATINE                                            ,ATORVASTATINE                                            ,Drug,N/A,,
98e06af0-afd3-4582-9377-9804c9590de9,,HEXÉTIDINE                                                   ,HEXÉTIDINE                                                   ,HEXÉTIDINE                                                   ,HEXÉTIDINE                                                   ,Drug,N/A,,
558f6e60-5b6e-4b25-ada4-3e38f651389e,,CHLORHEXIDINE                                           ,CHLORHEXIDINE                                           ,CHLORHEXIDINE                                           ,CHLORHEXIDINE                                           ,Drug,N/A,,
1893db0f-0451-4887-b7ef-f0f0ffc94bb2,,METHYLTHIONINIUM / NAPHAZOLINE      ,METHYLTHIONINIUM / NAPHAZOLINE      ,METHYLTHIONINIUM / NAPHAZOLINE      ,METHYLTHIONINIUM / NAPHAZOLINE      ,Drug,N/A,,
725a90f9-87a3-4357-851b-e636cd044c8f,,CHLORQUINALDOL / PROMESTRIÈNE       ,CHLORQUINALDOL / PROMESTRIÈNE       ,CHLORQUINALDOL / PROMESTRIÈNE       ,CHLORQUINALDOL / PROMESTRIÈNE       ,Drug,N/A,,
c8a38c6c-1052-4fee-9834-a21ea16a6916,,PROMESTRIÈNE                                            ,PROMESTRIÈNE                                            ,PROMESTRIÈNE                                            ,PROMESTRIÈNE                                            ,Drug,N/A,,
264b7012-7156-401b-a33a-de899a3c2508,,THIOCOLCHICOSIDE                                     ,THIOCOLCHICOSIDE                                     ,THIOCOLCHICOSIDE                                     ,THIOCOLCHICOSIDE                                     ,Drug,N/A,,
2b6f8648-f589-4d66-85a3-b67997c844b3,,PYRANTEL,PYRANTEL,PYRANTEL,PYRANTEL,Drug,N/A,,
a3222d26-b5ad-48a4-87c4-ca9443d8109c,,METFORMINE,METFORMINE,METFORMINE,METFORMINE,Drug,N/A,,
1994cf13-87af-4d67-8ac5-fd17f24854b6,,PARACETAMOL / CODEINE,PARACETAMOL / CODEINE,PARACETAMOL / CODEINE,PARACETAMOL / CODEINE,Drug,N/A,,
2cabae61-87f0-4ef0-8cd0-47a6f7adb2c5,,AMIODARONE,AMIODARONE,AMIODARONE,AMIODARONE,Drug,N/A,,
eb30b88b-954c-4dec-aded-ae4d8a03e997,,PREDNISOLONE,PREDNISOLONE,PREDNISOLONE,PREDNISOLONE,Drug,N/A,,
1b8e15b2-3958-48e3-a64c-fef6046e503e,,BÉCLOMÉTASONE,BÉCLOMÉTASONE,BÉCLOMÉTASONE,BÉCLOMÉTASONE,Drug,N/A,,
74a4f328-85ce-4370-adc2-34724ed5623f,,MOLSIDOMINE,MOLSIDOMINE,MOLSIDOMINE,MOLSIDOMINE,Drug,N/A,,
17abc4bd-7da1-4d09-952a-57ac0e6f6382,,DORSALAMIDE / TIMOLOL,DORSALAMIDE / TIMOLOL,DORSALAMIDE / TIMOLOL,DORSALAMIDE / TIMOLOL,Drug,N/A,,
52d5776d-15a7-49a6-acc4-9db90ecb9e0e,,PREDNISOLNE,PREDNISOLNE,PREDNISOLNE,PREDNISOLNE,Drug,N/A,,
e6185f94-6321-440c-b63c-2db7678f297e,,SULFAMETHOXAZOLE + TRIMETHOPRIM,SULFAMETHOXAZOLE + TRIMETHOPRIM,SULFAMETHOXAZOLE + TRIMETHOPRIM,SULFAMETHOXAZOLE + TRIMETHOPRIM,Drug,N/A,,
94b854e4-335e-49bc-a260-06768a398551,,CO-TRIMOXAZOLE,CO-TRIMOXAZOLE,CO-TRIMOXAZOLE,CO-TRIMOXAZOLE,Drug,N/A,,
2f54aaf3-9fd8-4ad7-9bdd-0177fc4fd4c8,,COTRIMOXAZOLE,COTRIMOXAZOLE,COTRIMOXAZOLE,COTRIMOXAZOLE,Drug,N/A,,
6ee7e5bc-3662-4474-a887-646817f647a9,,V B1,V B1,V B1,V B1,Drug,N/A,,
8b54c242-a826-4273-8437-60257cd6c91e,,PERINDOPRIL,PERINDOPRIL,PERINDOPRIL,PERINDOPRIL,Drug,N/A,,
1807e507-e3d5-4c31-9191-2173d4cc2c89,,SULFATE DE FER / ACIDEFOLIQUE,SULFATE DE FER / ACIDEFOLIQUE,SULFATE DE FER / ACIDEFOLIQUE,SULFATE DE FER / ACIDEFOLIQUE,Drug,N/A,,
85157b19-0d91-4227-a5cb-33a2ddc314dc,,CROMOGLICATE DE SODIUM,CROMOGLICATE DE SODIUM,CROMOGLICATE DE SODIUM,CROMOGLICATE DE SODIUM,Drug,N/A,,
8371817a-e950-4a06-bd3f-26e28b775830,,CÉTIRIZINE,CÉTIRIZINE,CÉTIRIZINE,CÉTIRIZINE,Drug,N/A,,
815aaaaa-8e41-4f5a-95a1-823901e23f5c,,HETEROSIDES STEROLIQUES,HETEROSIDES STEROLIQUES,HETEROSIDES STEROLIQUES,HETEROSIDES STEROLIQUES,Drug,N/A,,
0668d0d7-d32a-4ad8-a4f8-c4755a832dc6,,DISÉTHIONATE D'HEXAMIDINE,DISÉTHIONATE D'HEXAMIDINE,DISÉTHIONATE D'HEXAMIDINE,DISÉTHIONATE D'HEXAMIDINE,Drug,N/A,,
b11b549a-7170-4027-9e31-295ae18c5fae,,CHLORHEXEDINE / HEXAMIDE / CHLORO,CHLORHEXEDINE / HEXAMIDE / CHLORO,CHLORHEXEDINE / HEXAMIDE / CHLORO,CHLORHEXEDINE / HEXAMIDE / CHLORO,Drug,N/A,,
e52ab37f-0d05-44c1-9761-9683d782d589,,MISOPROSTOL,MISOPROSTOL,MISOPROSTOL,MISOPROSTOL,Drug,N/A,,
34557da6-e971-4ce1-b25b-bb031b7f8dba,,DIOSMINE,DIOSMINE,DIOSMINE,DIOSMINE,Drug,N/A,,
7fa12b7d-3a31-4b7e-adc9-e15cab2451a5,,OMEPRAZOLE,OMEPRAZOLE,OMEPRAZOLE,OMEPRAZOLE,Drug,N/A,,
86e4fc38-0b1b-407b-9db6-7505038c8b5a,,NACL  STABILISÉ,NACL  STABILISÉ,NACL  STABILISÉ,NACL  STABILISÉ,Drug,N/A,,
66681ce5-8857-4521-94f0-65b0a0e262c2,,MICONAZOLE,MICONAZOLE,MICONAZOLE,MICONAZOLE,Drug,N/A,,
02b724f3-ade3-46cd-ae8a-53b1200961d0,,ODENSETRONE,ODENSETRONE,ODENSETRONE,ODENSETRONE,Drug,N/A,,
963110ed-fc1f-4b4a-9488-bd5deed65c8a,,GLIBENCLAMIDE,GLIBENCLAMIDE,GLIBENCLAMIDE,GLIBENCLAMIDE,Drug,N/A,,
4f061679-7d5a-4c9d-a0d5-0c1020421db6,,DIHYDROARTEMISININE / PIPERAQUINE,DIHYDROARTEMISININE / PIPERAQUINE,DIHYDROARTEMISININE / PIPERAQUINE,DIHYDROARTEMISININE / PIPERAQUINE,Drug,N/A,,
3763a920-bfe9-4ccc-8ad9-cea6beebdb7e,,TRIMEBUTINE,TRIMEBUTINE,TRIMEBUTINE,TRIMEBUTINE,Drug,N/A,,
8b2dd206-8df2-41df-8733-63622bef1fc5,,MALEATE DE TRIMÉBUTINE,MALEATE DE TRIMÉBUTINE,MALEATE DE TRIMÉBUTINE,MALEATE DE TRIMÉBUTINE,Drug,N/A,,
3b740ca9-1d92-47b4-9ef7-461d9ab9c628,,MEPHENESINE,MEPHENESINE,MEPHENESINE,MEPHENESINE,Drug,N/A,,
a40e93bd-024b-4577-b7df-2b1d788452fd,,PARACETAMOL /ACIDE ACETYL SALICYLI,PARACETAMOL /ACIDE ACETYL SALICYLI,PARACETAMOL /ACIDE ACETYL SALICYLI,PARACETAMOL /ACIDE ACETYL SALICYLI,Drug,N/A,,
bcecd056-e27f-4fb3-ae07-ced594d13a33,,VALPROATE DE SODIUM,VALPROATE DE SODIUM,VALPROATE DE SODIUM,VALPROATE DE SODIUM,Drug,N/A,,
28020fd7-71b2-4f42-a85a-1c86e6af394a,,PREDINOSOLONE,PREDINOSOLONE,PREDINOSOLONE,PREDINOSOLONE,Drug,N/A,,
95f9d839-26e7-4309-bb9d-fb1dd5bb35df,,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,Drug,N/A,,
d857c567-14c1-4357-a228-dc1689c36139,,LAURYL SULFATE DE SODIUM,LAURYL SULFATE DE SODIUM,LAURYL SULFATE DE SODIUM,LAURYL SULFATE DE SODIUM,Drug,N/A,,
56d2b70d-1735-4256-ab9c-721ed7e136c5,,CLORURE DE BENZALKONIUM,CLORURE DE BENZALKONIUM,CLORURE DE BENZALKONIUM,CLORURE DE BENZALKONIUM,Drug,N/A,,
c4f9680f-77eb-4b02-a48e-035a7d57d0fc,,SERTACONAZOLE NITRATE,SERTACONAZOLE NITRATE,SERTACONAZOLE NITRATE,SERTACONAZOLE NITRATE,Drug,N/A,,
22744a64-5767-49c8-95d5-42918f7b6e3d,,SERTACONAZOLE,SERTACONAZOLE,SERTACONAZOLE,SERTACONAZOLE,Drug,N/A,,
